Latitude,Longitude,Sample Date,ppt,tmax,tmin,soil,pet,vpd,q,aet,def
-26.73806,27.59194,30-01-2012,147.0,27.859999,14.559999,1.8000001,161.40001,1.17,7.300000000000001,139.7,21.7
-26.45,28.085833,30-01-2012,141.4,27.42,13.79,2.1000001,155.90001,1.0699999,7.1000000000000005,134.40001,21.5
-27.00222,28.76528,31-01-2012,143.5,26.96,13.04,2.2,150.40001,1.01,7.2,136.40001,14.0
-27.273889,28.49,31-01-2012,156.4,26.849998,13.09,1.9,151.8,1.03,7.800000000000001,148.7,3.1000001
-26.98472222,26.63227778,31-01-2012,140.20000000000002,29.09,15.62,1.2,174.1,1.36,7.0,133.3,40.8
-29.160278,26.573333,31-01-2012,134.9,29.13,14.349999,1.1,181.7,1.56,6.7,128.2,53.5
-33.818056,19.694722,31-01-2012,11.9,30.429998,15.95,6.4,199.7,1.43,0.6000000000000001,12.7,187.0
-27.3,28.586944,01-02-2012,156.9,26.849998,12.98,1.8000001,150.5,1.02,7.800000000000001,149.1,1.4
-28.69485,28.23487,01-02-2012,191.20000000000002,25.47,12.88,27.4,148.40001,1.02,16.7,148.40001,0.0
-29.615556,27.065278,01-02-2012,154.3,28.09,13.75,1.1,169.8,1.43,7.7,146.6,23.2
-28.883333,27.89,01-02-2012,193.20000000000002,26.17,13.44,29.6,152.8,1.11,12.3,152.8,0.0
-34.075556,20.145556,01-02-2012,11.100000000000001,30.0,16.57,6.0,183.0,1.36,0.6000000000000001,11.6,171.40001
-24.925278,29.324444,02-02-2012,114.9,32.25,16.9,1.8000001,168.0,1.49,5.7,109.200005,58.8
-30.336111,27.359444,02-02-2012,137.1,27.81,13.349999,1.5,164.1,1.35,6.9,130.3,33.8
-27.573056,24.746389,03-02-2012,113.4,32.09,16.56,0.4,207.0,1.9499999,5.7,107.700005,99.3
-27.902778,24.615556,03-02-2012,108.30000000000001,32.39,16.789999,0.3,204.3,2.05,5.4,102.9,101.4
-29.658056,25.973333,03-02-2012,102.10000000000001,28.939999,14.219999,0.90000004,179.1,1.5999999,5.1000000000000005,97.1,82.0
-31.000833,26.353056,03-02-2012,76.0,28.31,12.28,0.8,167.3,1.4,3.8000000000000003,72.3,95.0
-30.679722,26.7125,03-02-2012,100.9,29.279999,13.469999,1.0,170.8,1.49,5.0,95.9,74.9
-28.760833,17.730278,05-02-2012,4.4,36.239998,21.74,0.0,239.2,3.03,0.2,4.1,235.1
-25.99136,27.84208,06-02-2012,147.70000000000002,28.119999,14.75,2.1000001,158.8,1.13,7.4,140.40001,18.4
-29.987778,29.851667,06-02-2012,219.5,25.56,14.2,84.1,129.90001,0.76,11.600000000000001,129.90001,0.0
-26.45,28.085833,06-02-2012,141.4,27.42,13.79,2.1000001,155.90001,1.0699999,7.1000000000000005,134.40001,21.5
-27.398611,26.614722,06-02-2012,134.0,29.529999,15.679999,1.2,182.6,1.4599999,6.7,127.4,55.2
-27.671111,27.236944,06-02-2012,145.70000000000002,28.949999,15.0,1.2,172.1,1.37,7.300000000000001,138.5,33.600002
-29.042222,24.6,06-02-2012,91.10000000000001,32.07,15.88,0.1,203.3,2.08,4.6000000000000005,86.6,116.700005
-27.356667,27.286389,06-02-2012,141.4,28.66,15.08,1.4,171.7,1.31,7.1000000000000005,134.40001,37.3
-27.01011111,26.69808333,07-02-2012,139.5,28.98,15.53,1.1,175.6,1.35,7.0,132.5,43.100002
-30.830556,26.921389,07-02-2012,100.9,28.529999,12.969999,1.2,167.0,1.38,5.0,95.9,71.1
-30.733889,29.828333,07-02-2012,161.20000000000002,25.68,16.35,48.5,127.4,0.71,8.1,127.4,0.0
-29.380556,30.2775,07-02-2012,219.8,25.26,14.0,77.4,128.5,0.66999996,29.400000000000002,128.5,0.0
-26.98472222,26.63227778,07-02-2012,140.20000000000002,29.09,15.62,1.2,174.1,1.36,7.0,133.3,40.8
-25.45963889,28.26430556,07-02-2012,126.9,30.599998,15.849999,2.4,167.0,1.3399999,6.300000000000001,120.700005,46.3
-25.57877778,29.12747222,07-02-2012,125.9,30.109999,14.809999,2.2,161.7,1.27,6.300000000000001,119.700005,42.0
-27.4,26.624722,07-02-2012,134.0,29.529999,15.679999,1.2,182.6,1.4599999,6.7,127.4,55.2
-25.81048333,27.90955222,08-02-2012,141.8,29.289999,15.74,2.2,163.5,1.24,7.1000000000000005,134.8,28.7
-27.937778,31.209444,08-02-2012,150.70000000000002,28.72,17.16,28.2,145.2,1.0,7.5,143.8,1.4
-30.398056,30.601944,08-02-2012,162.70000000000002,26.66,20.0,53.4,131.0,0.66999996,8.1,131.0,0.0
-30.27402,30.69602,08-02-2012,173.8,26.59,19.869999,63.9,130.7,0.65999997,8.700000000000001,130.7,0.0
-27.00222,28.76528,08-02-2012,143.5,26.96,13.04,2.2,150.40001,1.01,7.2,136.40001,14.0
-27.02314,28.59389,08-02-2012,145.9,27.15,13.17,2.2,152.0,1.04,7.300000000000001,138.7,13.3
-26.648056,27.089444,08-02-2012,144.3,28.46,14.83,1.6,165.40001,1.23,7.2,137.2,28.2
-26.970278,27.211111,08-02-2012,144.9,28.49,15.059999,1.6,166.2,1.27,7.2,137.7,28.5
-26.880278,26.965,08-02-2012,142.70000000000002,28.869999,15.36,1.5,168.40001,1.3,7.1000000000000005,135.6,32.8
-27.273889,28.49,08-02-2012,156.4,26.849998,13.09,1.9,151.8,1.03,7.800000000000001,148.7,3.1000001
-27.4275,28.525833,08-02-2012,165.0,26.699999,12.91,8.1,150.40001,1.01,8.200000000000001,150.40001,0.0
-27.3,28.586944,08-02-2012,156.9,26.849998,12.98,1.8000001,150.5,1.02,7.800000000000001,149.1,1.4
-27.044444,27.005,08-02-2012,141.70000000000002,28.849998,15.339999,1.5,170.3,1.3199999,7.1000000000000005,134.7,35.600002
-29.028629,24.638389,08-02-2012,93.10000000000001,32.01,15.82,0.1,203.0,2.07,4.7,88.4,114.6
-34.329722,18.990278,08-02-2012,7.2,25.1,15.71,23.4,163.0,0.71999997,0.4,16.7,146.3
-27.5275,30.858056,09-02-2012,188.20000000000002,27.34,15.25,72.8,139.7,0.87,9.4,139.7,0.0
-30.13573889,30.67422222,09-02-2012,189.0,26.949999,19.81,75.700005,132.0,0.71,9.4,132.0,0.0
-29.803611,30.516111,10-02-2012,240.3,26.26,16.67,83.8,128.90001,0.69,33.1,128.90001,0.0
-28.44555556,32.325,12-02-2012,135.5,28.609999,20.039999,23.4,142.2,0.75,6.800000000000001,132.90001,9.3
-29.161667,30.629722,12-02-2012,218.9,25.73,14.86,70.6,132.0,0.69,42.300000000000004,132.0,0.0
-26.73806,27.59194,13-02-2012,147.0,27.859999,14.559999,1.8000001,161.40001,1.17,7.300000000000001,139.7,21.7
-31.396,29.2651,13-02-2012,118.9,26.46,18.4,12.6,131.90001,0.75,5.9,118.6,13.3
-31.554722,29.245556,13-02-2012,121.7,25.25,17.35,16.4,122.9,0.58,6.1000000000000005,117.9,5.0
-25.127778,27.628889,14-02-2012,122.4,32.02,17.26,2.9,176.6,1.54,6.1000000000000005,116.4,60.2
-25.20639,27.558,14-02-2012,124.5,31.91,17.21,3.0,177.0,1.53,6.2,118.5,58.5
-27.169444,29.233889,14-02-2012,142.6,26.349998,12.58,1.9,145.40001,0.90999997,7.1000000000000005,135.6,9.8
-30.568333,29.422778,14-02-2012,158.10000000000002,24.92,12.809999,21.5,132.2,0.74,7.9,132.2,0.0
-30.570833,29.150556,14-02-2012,164.8,24.73,12.66,26.0,133.40001,0.78,8.200000000000001,133.40001,0.0
-31.104278,29.399722,14-02-2012,132.9,26.14,17.06,18.7,130.3,0.76,6.6000000000000005,127.4,2.9
-32.595833,19.009444,14-02-2012,19.700000000000003,33.0,16.38,5.1,213.8,1.89,1.0,19.2,194.6
-28.141944,26.417778,15-02-2012,133.4,29.57,15.179999,1.1,184.3,1.55,6.7,126.8,57.5
-28.1175,26.719444,15-02-2012,136.20000000000002,29.26,15.5,1.1,179.40001,1.5,6.800000000000001,129.40001,50.0
-31.031389,28.883333,15-02-2012,140.6,26.029999,15.08,4.4,135.2,0.84999996,7.0,133.7,1.5
-30.86013889,29.07125,15-02-2012,144.20000000000002,26.359999,15.589999,4.6,135.8,0.88,7.2,135.8,0.0
-30.77586667,29.03221667,15-02-2012,151.4,26.25,15.309999,10.2,136.3,0.9,7.6000000000000005,136.3,0.0
-24.69514,27.40906,16-02-2012,115.5,32.829998,18.289999,3.5,185.0,1.6999999,5.800000000000001,109.9,75.1
-27.398611,26.614722,16-02-2012,134.0,29.529999,15.679999,1.2,182.6,1.4599999,6.7,127.4,55.2
-27.671111,27.236944,16-02-2012,145.70000000000002,28.949999,15.0,1.2,172.1,1.37,7.300000000000001,138.5,33.600002
-28.376944,24.303056,16-02-2012,102.0,32.37,16.77,0.3,204.3,2.1,5.1000000000000005,96.9,107.4
-29.615556,27.065278,16-02-2012,154.3,28.09,13.75,1.1,169.8,1.43,7.7,146.6,23.2
-27.356667,27.286389,16-02-2012,141.4,28.66,15.08,1.4,171.7,1.31,7.1000000000000005,134.40001,37.3
-27.4,26.624722,16-02-2012,134.0,29.529999,15.679999,1.2,182.6,1.4599999,6.7,127.4,55.2
-22.43772222,31.07805556,17-02-2012,84.30000000000001,35.43,20.4,0.5,183.3,1.8499999,4.2,80.1,103.200005
-27.902778,24.615556,17-02-2012,108.30000000000001,32.39,16.789999,0.3,204.3,2.05,5.4,102.9,101.4
-34.250556,20.9925,17-02-2012,13.100000000000001,28.47,16.89,8.8,174.5,1.01,0.7000000000000001,14.0,160.5
-28.760833,17.730278,19-02-2012,4.4,36.239998,21.74,0.0,239.2,3.03,0.2,4.1,235.1
-27.01011111,26.69808333,20-02-2012,139.5,28.98,15.53,1.1,175.6,1.35,7.0,132.5,43.100002
-26.45,28.085833,20-02-2012,141.4,27.42,13.79,2.1000001,155.90001,1.0699999,7.1000000000000005,134.40001,21.5
-26.98472222,26.63227778,20-02-2012,140.20000000000002,29.09,15.62,1.2,174.1,1.36,7.0,133.3,40.8
-33.501667,21.624167,20-02-2012,15.0,28.5,13.059999,0.1,175.2,1.23,0.7000000000000001,14.2,161.0
-33.31388889,19.07472222,20-02-2012,18.2,31.349998,16.74,12.8,206.90001,1.62,0.9,20.800001,186.1
-24.679167,30.8025,21-02-2012,184.60000000000002,27.609999,14.559999,64.8,144.5,0.93,9.200000000000001,144.5,0.0
-30.830556,26.921389,21-02-2012,100.9,28.529999,12.969999,1.2,167.0,1.38,5.0,95.9,71.1
-24.670833,28.560833,21-02-2012,130.0,30.91,15.599999,3.0,167.7,1.36,6.5,123.6,44.100002
-28.735556,29.820556,21-02-2012,197.10000000000002,28.93,15.74,40.7,148.3,1.15,9.9,148.3,0.0
-26.648056,27.089444,21-02-2012,144.3,28.46,14.83,1.6,165.40001,1.23,7.2,137.2,28.2
-26.970278,27.211111,21-02-2012,144.9,28.49,15.059999,1.6,166.2,1.27,7.2,137.7,28.5
-26.880278,26.965,21-02-2012,142.70000000000002,28.869999,15.36,1.5,168.40001,1.3,7.1000000000000005,135.6,32.8
-27.044444,27.005,21-02-2012,141.70000000000002,28.849998,15.339999,1.5,170.3,1.3199999,7.1000000000000005,134.7,35.600002
-25.45963889,28.26430556,21-02-2012,126.9,30.599998,15.849999,2.4,167.0,1.3399999,6.300000000000001,120.700005,46.3
-28.068333,31.55,21-02-2012,137.8,30.9,19.73,18.300001,149.6,1.25,6.9,136.7,12.900001
-29.161667,23.696389,22-02-2012,74.60000000000001,33.17,16.65,0.1,204.3,2.29,3.7,70.9,133.40001
-29.641944,30.6875,22-02-2012,241.4,27.26,18.33,84.200005,133.90001,0.77,31.1,133.90001,0.0
-27.38972222,26.46388889,22-02-2012,132.4,29.71,15.66,1.2,184.3,1.48,6.6000000000000005,125.9,58.4
-30.679722,26.7125,22-02-2012,100.9,29.279999,13.469999,1.0,170.8,1.49,5.0,95.9,74.9
-29.1825,23.575556,22-02-2012,70.2,33.18,16.77,0.1,208.8,2.3,3.5,66.6,142.2
-28.7115,24.07288889,23-02-2012,90.10000000000001,32.719997,16.43,0.2,204.8,2.1599998,4.5,85.6,119.200005
-27.602222,29.942778,23-02-2012,171.8,28.8,14.46,18.0,152.6,1.13,8.6,152.6,0.0
-28.75,30.442778,23-02-2012,182.8,29.949999,17.42,23.4,152.1,1.1999999,9.1,152.1,0.0
-29.380556,30.2775,23-02-2012,219.8,25.26,14.0,77.4,128.5,0.66999996,29.400000000000002,128.5,0.0
-27.398611,26.614722,23-02-2012,134.0,29.529999,15.679999,1.2,182.6,1.4599999,6.7,127.4,55.2
-29.758889,30.935278,24-02-2012,208.9,26.859999,19.49,79.700005,130.0,0.63,28.5,130.0,0.0
-27.573056,24.746389,24-02-2012,113.4,32.09,16.56,0.4,207.0,1.9499999,5.7,107.700005,99.3
-34.031944,22.053333,24-02-2012,13.3,26.3,15.9,5.1,148.5,0.75,0.7000000000000001,13.3,135.2
-34.039722,22.133333,24-02-2012,13.4,26.119999,16.22,5.7000003,146.6,0.71,0.7000000000000001,13.5,133.1
-30.398056,30.601944,25-02-2012,162.70000000000002,26.66,20.0,53.4,131.0,0.66999996,8.1,131.0,0.0
-30.27402,30.69602,25-02-2012,173.8,26.59,19.869999,63.9,130.7,0.65999997,8.700000000000001,130.7,0.0
-27.169444,29.233889,27-02-2012,142.6,26.349998,12.58,1.9,145.40001,0.90999997,7.1000000000000005,135.6,9.8
-26.861111,28.884722,27-02-2012,134.5,26.9,12.91,2.3,151.0,0.98999995,6.7,127.9,23.1
-26.73806,27.59194,27-02-2012,147.0,27.859999,14.559999,1.8000001,161.40001,1.17,7.300000000000001,139.7,21.7
-25.127778,27.628889,28-02-2012,122.4,32.02,17.26,2.9,176.6,1.54,6.1000000000000005,116.4,60.2
-25.20639,27.558,28-02-2012,124.5,31.91,17.21,3.0,177.0,1.53,6.2,118.5,58.5
-24.69514,27.40906,28-02-2012,115.5,32.829998,18.289999,3.5,185.0,1.6999999,5.800000000000001,109.9,75.1
-27.00222,28.76528,28-02-2012,143.5,26.96,13.04,2.2,150.40001,1.01,7.2,136.40001,14.0
-33.818056,19.694722,28-02-2012,11.9,30.429998,15.95,6.4,199.7,1.43,0.6000000000000001,12.7,187.0
-29.161667,23.696389,29-02-2012,74.60000000000001,33.17,16.65,0.1,204.3,2.29,3.7,70.9,133.40001
-22.769722,30.886944,29-02-2012,94.5,33.579998,19.23,3.2,169.40001,1.5699999,4.7,89.9,79.5
-23.281,30.54305556,29-02-2012,77.60000000000001,32.52,18.98,3.4,162.7,1.4699999,3.9000000000000004,73.9,88.8
-26.905,32.324722,29-02-2012,92.0,32.79,19.56,29.2,149.0,1.3,4.6000000000000005,98.4,50.600002
-28.69485,28.23487,29-02-2012,191.20000000000002,25.47,12.88,27.4,148.40001,1.02,16.7,148.40001,0.0
-28.883333,27.89,29-02-2012,193.20000000000002,26.17,13.44,29.6,152.8,1.11,12.3,152.8,0.0
-34.075556,20.145556,29-02-2012,11.100000000000001,30.0,16.57,6.0,183.0,1.36,0.6000000000000001,11.6,171.40001
-24.925278,29.324444,01-03-2012,114.9,32.25,16.9,1.8000001,168.0,1.49,5.7,109.200005,58.8
-27.573056,24.746389,01-03-2012,113.4,32.09,16.56,0.4,207.0,1.9499999,5.7,107.700005,99.3
-30.160091,27.40124,01-03-2012,146.1,27.74,13.809999,1.5,163.2,1.37,7.300000000000001,138.90001,24.300001
-30.336111,27.359444,01-03-2012,137.1,27.81,13.349999,1.5,164.1,1.35,6.9,130.3,33.8
-29.615556,27.065278,01-03-2012,154.3,28.09,13.75,1.1,169.8,1.43,7.7,146.6,23.2
-30.830556,26.921389,02-03-2012,100.9,28.529999,12.969999,1.2,167.0,1.38,5.0,95.9,71.1
-23.658056,31.05,02-03-2012,79.30000000000001,33.5,19.32,1.0,158.7,1.53,4.0,75.4,83.3
-27.902778,24.615556,02-03-2012,108.30000000000001,32.39,16.789999,0.3,204.3,2.05,5.4,102.9,101.4
-29.658056,25.973333,02-03-2012,102.10000000000001,28.939999,14.219999,0.90000004,179.1,1.5999999,5.1000000000000005,97.1,82.0
-29.028629,24.638389,02-03-2012,93.10000000000001,32.01,15.82,0.1,203.0,2.07,4.7,88.4,114.6
-31.000833,26.353056,02-03-2012,76.0,28.31,12.28,0.8,167.3,1.4,3.8000000000000003,72.3,95.0
-30.679722,26.7125,02-03-2012,100.9,29.279999,13.469999,1.0,170.8,1.49,5.0,95.9,74.9
-28.760833,17.730278,04-03-2012,4.4,36.239998,21.74,0.0,239.2,3.03,0.2,4.1,235.1
-25.99136,27.84208,05-03-2012,147.70000000000002,28.119999,14.75,2.1000001,158.8,1.13,7.4,140.40001,18.4
-24.058889,31.237222,05-03-2012,97.5,33.29,19.289999,1.2,153.7,1.49,4.9,92.6,61.100002
-29.987778,29.851667,05-03-2012,219.5,25.56,14.2,84.1,129.90001,0.76,11.600000000000001,129.90001,0.0
-29.744167,29.905833,05-03-2012,233.20000000000002,26.369999,14.79,79.200005,134.7,0.84999996,23.3,134.7,0.0
-26.861111,28.884722,05-03-2012,134.5,26.9,12.91,2.3,151.0,0.98999995,6.7,127.9,23.1
-26.45,28.085833,05-03-2012,141.4,27.42,13.79,2.1000001,155.90001,1.0699999,7.1000000000000005,134.40001,21.5
-28.768056,20.720556,05-03-2012,26.6,35.93,18.619999,0.0,243.1,2.9199998,1.3,25.300001,217.8
-30.733889,29.828333,06-03-2012,161.20000000000002,25.68,16.35,48.5,127.4,0.71,8.1,127.4,0.0
-29.380556,30.2775,06-03-2012,219.8,25.26,14.0,77.4,128.5,0.66999996,29.400000000000002,128.5,0.0
-27.398611,26.614722,06-03-2012,134.0,29.529999,15.679999,1.2,182.6,1.4599999,6.7,127.4,55.2
-27.671111,27.236944,06-03-2012,145.70000000000002,28.949999,15.0,1.2,172.1,1.37,7.300000000000001,138.5,33.600002
-29.042222,24.6,06-03-2012,91.10000000000001,32.07,15.88,0.1,203.3,2.08,4.6000000000000005,86.6,116.700005
-30.336111,27.359444,06-03-2012,137.1,27.81,13.349999,1.5,164.1,1.35,6.9,130.3,33.8
-27.4,26.624722,06-03-2012,134.0,29.529999,15.679999,1.2,182.6,1.4599999,6.7,127.4,55.2
-29.161667,23.696389,07-03-2012,74.60000000000001,33.17,16.65,0.1,204.3,2.29,3.7,70.9,133.40001
-24.925278,29.324444,18-10-2011,57.5,33.04,18.31,3.6000001,177.1,1.52,2.9000000000000004,55.0,122.1
-28.7115,24.07288889,07-03-2012,90.10000000000001,32.719997,16.43,0.2,204.8,2.1599998,4.5,85.6,119.200005
-25.81048333,27.90955222,07-03-2012,141.8,29.289999,15.74,2.2,163.5,1.24,7.1000000000000005,134.8,28.7
-27.937778,31.209444,07-03-2012,150.70000000000002,28.72,17.16,28.2,145.2,1.0,7.5,143.8,1.4
-28.404444,30.013056,07-03-2012,184.3,28.74,15.19,28.9,150.2,1.14,9.200000000000001,150.2,0.0
-30.398056,30.601944,07-03-2012,162.70000000000002,26.66,20.0,53.4,131.0,0.66999996,8.1,131.0,0.0
-24.925278,29.324444,07-06-2012,114.9,32.25,16.9,1.8000001,168.0,1.49,5.7,109.200005,58.8
-24.925278,29.324444,09-08-2012,103.7,32.37,17.91,1.7,166.8,1.4399999,5.2,98.6,68.200005
-24.925278,29.324444,05-10-2012,103.7,32.37,17.91,1.7,166.8,1.4399999,5.2,98.6,68.200005
-30.27402,30.69602,07-03-2012,173.8,26.59,19.869999,63.9,130.7,0.65999997,8.700000000000001,130.7,0.0
-27.02314,28.59389,07-03-2012,145.9,27.15,13.17,2.2,152.0,1.04,7.300000000000001,138.7,13.3
-27.273889,28.49,07-03-2012,156.4,26.849998,13.09,1.9,151.8,1.03,7.800000000000001,148.7,3.1000001
-24.925278,29.324444,02-07-2013,152.3,30.32,17.9,1.2,154.1,1.3,7.6000000000000005,144.8,9.3
-24.925278,29.324444,22-08-2013,65.7,31.599998,19.449999,1.2,172.3,1.3299999,3.3000000000000003,62.4,109.9
-24.925278,29.324444,16-09-2013,65.7,31.599998,19.449999,1.2,172.3,1.3299999,3.3000000000000003,62.4,109.9
-27.4275,28.525833,07-03-2012,165.0,26.699999,12.91,8.1,150.40001,1.01,8.200000000000001,150.40001,0.0
-24.925278,29.324444,20-01-2014,232.9,31.17,18.05,41.7,161.90001,1.39,30.3,161.90001,0.0
-27.3,28.586944,07-03-2012,156.9,26.849998,12.98,1.8000001,150.5,1.02,7.800000000000001,149.1,1.4
-29.1825,23.575556,07-03-2012,70.2,33.18,16.77,0.1,208.8,2.3,3.5,66.6,142.2
-24.925278,29.324444,10-06-2014,232.9,31.17,18.05,41.7,161.90001,1.39,30.3,161.90001,0.0
-24.925278,29.324444,18-07-2014,40.300000000000004,32.04,18.17,15.3,173.0,1.4699999,2.0,64.6,108.4
-34.329722,18.990278,07-03-2012,7.2,25.1,15.71,23.4,163.0,0.71999997,0.4,16.7,146.3
-24.925278,29.324444,05-09-2014,40.300000000000004,32.04,18.17,15.3,173.0,1.4699999,2.0,64.6,108.4
-28.058889,30.373611,07-03-2012,182.3,27.8,14.2,45.100002,147.1,0.98999995,9.1,147.1,0.0
-27.5275,30.858056,08-03-2012,188.20000000000002,27.34,15.25,72.8,139.7,0.87,9.4,139.7,0.0
-27.38972222,26.46388889,08-03-2012,132.4,29.71,15.66,1.2,184.3,1.48,6.6000000000000005,125.9,58.4
-27.398611,26.614722,08-03-2012,134.0,29.529999,15.679999,1.2,182.6,1.4599999,6.7,127.4,55.2
-30.679722,26.7125,08-03-2012,100.9,29.279999,13.469999,1.0,170.8,1.49,5.0,95.9,74.9
-29.803611,30.516111,09-03-2012,240.3,26.26,16.67,83.8,128.90001,0.69,33.1,128.90001,0.0
-27.01011111,26.69808333,12-03-2012,139.5,28.98,15.53,1.1,175.6,1.35,7.0,132.5,43.100002
-32.595833,19.009444,12-03-2012,19.700000000000003,33.0,16.38,5.1,213.8,1.89,1.0,19.2,194.6
-25.127778,27.628889,13-03-2012,122.4,32.02,17.26,2.9,176.6,1.54,6.1000000000000005,116.4,60.2
-25.20639,27.558,13-03-2012,124.5,31.91,17.21,3.0,177.0,1.53,6.2,118.5,58.5
-24.69514,27.40906,13-03-2012,115.5,32.829998,18.289999,3.5,185.0,1.6999999,5.800000000000001,109.9,75.1
-28.747778,31.745833,13-03-2012,158.20000000000002,29.96,19.93,25.800001,147.8,0.97999996,7.9,147.8,0.0
-27.169444,29.233889,13-03-2012,142.6,26.349998,12.58,1.9,145.40001,0.90999997,7.1000000000000005,135.6,9.8
-27.00222,28.76528,13-03-2012,143.5,26.96,13.04,2.2,150.40001,1.01,7.2,136.40001,14.0
-26.648056,27.089444,13-03-2012,144.3,28.46,14.83,1.6,165.40001,1.23,7.2,137.2,28.2
-26.970278,27.211111,13-03-2012,144.9,28.49,15.059999,1.6,166.2,1.27,7.2,137.7,28.5
-26.880278,26.965,13-03-2012,142.70000000000002,28.869999,15.36,1.5,168.40001,1.3,7.1000000000000005,135.6,32.8
-26.98472222,26.63227778,13-03-2012,140.20000000000002,29.09,15.62,1.2,174.1,1.36,7.0,133.3,40.8
-31.104278,29.399722,13-03-2012,132.9,26.14,17.06,18.7,130.3,0.76,6.6000000000000005,127.4,2.9
-31.396,29.2651,13-03-2012,118.9,26.46,18.4,12.6,131.90001,0.75,5.9,118.6,13.3
-33.501667,21.624167,13-03-2012,15.0,28.5,13.059999,0.1,175.2,1.23,0.7000000000000001,14.2,161.0
-29.161667,23.696389,14-03-2012,74.60000000000001,33.17,16.65,0.1,204.3,2.29,3.7,70.9,133.40001
-28.801278,31.955389,14-03-2012,139.4,29.359999,19.82,20.5,146.8,0.82,7.0,136.90001,9.900001
-28.141944,26.417778,14-03-2012,133.4,29.57,15.179999,1.1,184.3,1.55,6.7,126.8,57.5
-28.1175,26.719444,14-03-2012,136.20000000000002,29.26,15.5,1.1,179.40001,1.5,6.800000000000001,129.40001,50.0
-29.033333,23.983333,14-03-2012,84.5,32.71,16.17,0.2,202.3,2.1699998,4.2,80.3,122.0
-29.161667,30.629722,15-03-2012,218.9,25.73,14.86,70.6,132.0,0.69,42.300000000000004,132.0,0.0
-27.398611,26.614722,15-03-2012,134.0,29.529999,15.679999,1.2,182.6,1.4599999,6.7,127.4,55.2
-27.671111,27.236944,15-03-2012,145.70000000000002,28.949999,15.0,1.2,172.1,1.37,7.300000000000001,138.5,33.600002
-27.902778,24.615556,15-03-2012,108.30000000000001,32.39,16.789999,0.3,204.3,2.05,5.4,102.9,101.4
-27.573056,24.746389,16-03-2012,113.4,32.09,16.56,0.4,207.0,1.9499999,5.7,107.700005,99.3
-31.031389,28.883333,16-03-2012,140.6,26.029999,15.08,4.4,135.2,0.84999996,7.0,133.7,1.5
-30.86013889,29.07125,16-03-2012,144.20000000000002,26.359999,15.589999,4.6,135.8,0.88,7.2,135.8,0.0
-30.77586667,29.03221667,16-03-2012,151.4,26.25,15.309999,10.2,136.3,0.9,7.6000000000000005,136.3,0.0
-28.760833,17.730278,17-03-2012,4.4,36.239998,21.74,0.0,239.2,3.03,0.2,4.1,235.1
-28.96362,19.15486,17-03-2012,8.5,36.88,19.34,0.0,243.6,3.02,0.4,8.1,235.5
-27.01011111,26.69808333,19-03-2012,139.5,28.98,15.53,1.1,175.6,1.35,7.0,132.5,43.100002
-26.861111,28.884722,19-03-2012,134.5,26.9,12.91,2.3,151.0,0.98999995,6.7,127.9,23.1
-24.679167,30.8025,20-03-2012,184.60000000000002,27.609999,14.559999,64.8,144.5,0.93,9.200000000000001,144.5,0.0
-26.970278,27.211111,20-03-2012,144.9,28.49,15.059999,1.6,166.2,1.27,7.2,137.7,28.5
-33.38056,19.30167,20-03-2012,18.5,28.68,14.16,9.1,193.8,1.35,0.9,19.800001,174.0
-33.31388889,19.07472222,20-03-2012,18.2,31.349998,16.74,12.8,206.90001,1.62,0.9,20.800001,186.1
-28.068333,31.55,20-03-2012,137.8,30.9,19.73,18.300001,149.6,1.25,6.9,136.7,12.900001
-29.161667,23.696389,21-03-2012,74.60000000000001,33.17,16.65,0.1,204.3,2.29,3.7,70.9,133.40001
-24.183889,30.823889,21-03-2012,111.0,32.62,18.609999,3.5,154.2,1.41,5.6000000000000005,105.6,48.600002
-28.44555556,32.325,21-03-2012,135.5,28.609999,20.039999,23.4,142.2,0.75,6.800000000000001,132.90001,9.3
-27.602222,29.942778,21-03-2012,171.8,28.8,14.46,18.0,152.6,1.13,8.6,152.6,0.0
-33.13083,18.86278,21-03-2012,17.5,31.89,17.529999,10.3,209.40001,1.7199999,0.9,18.9,190.5
-30.398056,30.601944,23-03-2012,162.70000000000002,26.66,20.0,53.4,131.0,0.66999996,8.1,131.0,0.0
-30.27402,30.69602,23-03-2012,173.8,26.59,19.869999,63.9,130.7,0.65999997,8.700000000000001,130.7,0.0
-29.641944,30.6875,26-03-2012,241.4,27.26,18.33,84.200005,133.90001,0.77,31.1,133.90001,0.0
-25.99136,27.84208,26-03-2012,147.70000000000002,28.119999,14.75,2.1000001,158.8,1.13,7.4,140.40001,18.4
-29.987778,29.851667,26-03-2012,219.5,25.56,14.2,84.1,129.90001,0.76,11.600000000000001,129.90001,0.0
-29.758889,30.935278,26-03-2012,208.9,26.859999,19.49,79.700005,130.0,0.63,28.5,130.0,0.0
-26.98472222,26.63227778,26-03-2012,140.20000000000002,29.09,15.62,1.2,174.1,1.36,7.0,133.3,40.8
-33.818056,19.694722,26-03-2012,11.9,30.429998,15.95,6.4,199.7,1.43,0.6000000000000001,12.7,187.0
-25.127778,27.628889,27-03-2012,122.4,32.02,17.26,2.9,176.6,1.54,6.1000000000000005,116.4,60.2
-25.20639,27.558,27-03-2012,124.5,31.91,17.21,3.0,177.0,1.53,6.2,118.5,58.5
